IDComentario,curtidas,rating,dataVisita,dataPublicacao,comentario,titulo,URL,critico,monitorado,opiniaoExtraida,proprioRestaurante,comentarioRespondido,IDDispositivoFK,IDFonteFK,IDHashtagFK,IDIdiomaFK,IDUsuarioFK,IDRestauranteFK,IDPostFK,IDComentarioFonte,IDConfiguracaoColetaFK,IDPostagemFonte,dataUpdateCriticidade,dataColeta
539895,0,4.0,"2025-02-25 14:34:13","2025-02-25 14:34:13","Ambiente agradável com comida muito boa.",NULL,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnTURnc2VlMXR3RRAB!2m1!1s0x0:0x6d564417a01672e8!3m1!1s2@1:CIHM0ogKEICAgMDgsee1twE%7CCgwI5an3vQYQkIDH6AI%7C?hl=pt-BR,2,1,1,0,1,NULL,6,NULL,1,212030,251,NULL,,NULL,NULL,"2025-02-26 16:30:10","2025-02-26 14:27:40"
539896,0,4.0,"2025-02-26 13:19:49","2025-02-26 13:19:49",Ótimo.,NULL,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnTURnamVmTEtREAE!2m1!1s0x0:0x13ad0b9d16d8e5a0!3m1!1s2@1:CIHM0ogKEICAgMDgjefLKQ%7CCgwI9an8vQYQuOiUkQM%7C?hl=pt-BR,3,1,1,0,1,NULL,6,NULL,1,191644,254,NULL,,NULL,NULL,"2025-05-04 23:59:01","2025-02-26 14:39:54"
539897,0,5.0,"2025-02-25 19:38:14","2025-02-25 19:38:14",,NULL,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNmeE5xZm1nRRAB!2m1!1s0x0:0x13ad0b9d16d8e5a0!3m1!1s2@1:CIHM0ogKEICAgICfxNqfmgE%7CCgsIprj4vQYQiOzUBg%7C?hl=pt-BR,3,0,1,0,1,NULL,6,NULL,1,226850,254,NULL,,NULL,NULL,"2025-02-26 16:30:11","2025-02-26 14:39:54"
539898,0,5.0,"2025-02-25 19:01:11","2025-02-25 19:01:11",Maravilha,NULL,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnTURncVp5ZFJnEAE!2m1!1s0x0:0x13ad0b9d16d8e5a0!3m1!1s2@1:CIHM0ogKEICAgMDgqZydRg%7CCgsI96b4vQYQsJCTBA%7C?hl=pt-BR,3,1,1,0,1,NULL,6,NULL,1,301324,254,NULL,,NULL,NULL,"2025-05-04 23:59:02","2025-02-26 14:39:54"
539913,NULL,5.0,"2025-02-25 00:00:00","2025-02-25 00:00:00",NULL,NULL,NULL,3,0,0,0,0,NULL,8,NULL,1,127964,251,NULL,,NULL,NULL,"2025-02-27 00:30:11","2025-02-26 18:11:31"
539914,NULL,5.0,"2025-02-25 00:00:00","2025-02-25 00:00:00",NULL,NULL,NULL,3,0,0,0,0,NULL,8,NULL,1,143362,251,NULL,,NULL,NULL,"2025-02-27 00:30:11","2025-02-26 18:11:31"
539915,NULL,5.0,"2025-02-24 00:00:00","2025-02-24 00:00:00",NULL,NULL,NULL,3,0,0,0,0,NULL,8,NULL,1,137198,251,NULL,,NULL,NULL,"2025-02-27 00:30:11","2025-02-26 18:11:31"
539916,NULL,5.0,"2025-02-24 00:00:00","2025-02-24 00:00:00",NULL,NULL,NULL,3,0,0,0,0,NULL,8,NULL,1,140377,251,NULL,,NULL,NULL,"2025-02-27 00:30:11","2025-02-26 18:11:31"
539917,NULL,5.0,"2025-02-24 00:00:00","2025-02-24 00:00:00",NULL,NULL,NULL,3,0,0,0,0,NULL,8,NULL,1,128295,251,NULL,,NULL,NULL,"2025-02-27 00:30:11","2025-02-26 18:11:31"
539918,NULL,5.0,"2025-02-25 00:00:00","2025-02-25 00:00:00",NULL,NULL,NULL,3,0,0,0,0,NULL,8,NULL,1,128479,252,NULL,,NULL,NULL,"2025-02-27 00:30:11","2025-02-26 18:12:25"
539919,NULL,5.0,"2025-02-25 00:00:00","2025-02-25 00:00:00",NULL,NULL,NULL,3,0,0,0,0,NULL,8,NULL,1,135504,252,NULL,,NULL,NULL,"2025-02-27 00:30:11","2025-02-26 18:12:25"
539920,NULL,5.0,"2025-02-25 00:00:00","2025-02-25 00:00:00",NULL,NULL,NULL,3,0,0,0,0,NULL,8,NULL,1,128479,252,NULL,,NULL,NULL,"2025-02-27 00:30:11","2025-02-26 18:12:25"
539921,NULL,5.0,"2025-02-25 00:00:00","2025-02-25 00:00:00",NULL,NULL,NULL,3,0,0,0,0,NULL,8,NULL,1,186249,252,NULL,,NULL,NULL,"2025-02-27 00:30:11","2025-02-26 18:12:25"
539922,NULL,5.0,"2025-02-25 00:00:00","2025-02-25 00:00:00",NULL,NULL,NULL,3,0,0,0,0,NULL,8,NULL,1,301332,252,NULL,,NULL,NULL,"2025-02-27 00:30:11","2025-02-26 18:12:25"
539923,NULL,5.0,"2025-02-25 00:00:00","2025-02-25 00:00:00",NULL,NULL,NULL,3,0,0,0,0,NULL,8,NULL,1,128948,254,NULL,,NULL,NULL,"2025-02-27 00:30:11","2025-02-26 18:14:12"
539924,NULL,5.0,"2025-02-25 00:00:00","2025-02-25 00:00:00",NULL,NULL,NULL,3,0,0,0,0,NULL,8,NULL,1,128034,254,NULL,,NULL,NULL,"2025-02-27 00:30:11","2025-02-26 18:14:12"
539925,NULL,5.0,"2025-02-25 00:00:00","2025-02-25 00:00:00",NULL,NULL,NULL,3,0,0,0,0,NULL,8,NULL,1,301333,254,NULL,,NULL,NULL,"2025-02-27 00:30:11","2025-02-26 18:14:12"
539926,NULL,5.0,"2025-02-25 00:00:00","2025-02-25 00:00:00",NULL,NULL,NULL,3,0,0,0,0,NULL,8,NULL,1,128709,254,NULL,,NULL,NULL,"2025-02-27 00:30:12","2025-02-26 18:14:12"
541493,0,5.0,"2025-02-27 05:39:15","2025-02-27 05:39:15",,NULL,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnTURnay03dUtREAE!2m1!1s0x0:0xd12dc3c3931b311d!3m1!1s2@1:CIHM0ogKEICAgMDgk-7uKQ%7CCgwIg_X_vQYQsLyYsgE%7C?hl=pt-BR,3,0,1,0,1,NULL,6,NULL,1,108603,252,NULL,,NULL,NULL,"2025-02-27 16:30:12","2025-02-27 14:34:06"
541494,0,5.0,"2025-02-27 02:12:37","2025-02-27 02:12:37","Excelente como sempre.",NULL,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnTURnb19USEJBEAE!2m1!1s0x0:0x13ad0b9d16d8e5a0!3m1!1s2@1:CIHM0ogKEICAgMDgo_THBA%7CCgsIlZT_vQYQuM6XDg%7C?hl=pt-BR,3,1,1,0,1,NULL,6,NULL,1,303039,254,NULL,,NULL,NULL,"2025-05-04 23:59:03","2025-02-27 14:42:15"
541525,NULL,5.0,"2025-02-26 00:00:00","2025-02-26 00:00:00",NULL,NULL,NULL,3,0,0,0,0,NULL,8,NULL,1,127939,252,NULL,,NULL,NULL,"2025-02-28 00:30:10","2025-02-27 18:12:06"
541526,NULL,5.0,"2025-02-26 00:00:00","2025-02-26 00:00:00",NULL,NULL,NULL,3,0,0,0,0,NULL,8,NULL,1,128479,252,NULL,,NULL,NULL,"2025-02-28 00:30:10","2025-02-27 18:12:06"
541527,NULL,4.0,"2025-02-26 00:00:00","2025-02-26 00:00:00",NULL,NULL,NULL,3,0,0,0,0,NULL,8,NULL,1,128601,252,NULL,,NULL,NULL,"2025-02-28 00:30:10","2025-02-27 18:12:06"
541528,NULL,5.0,"2025-02-26 00:00:00","2025-02-26 00:00:00",NULL,NULL,NULL,3,0,0,0,0,NULL,8,NULL,1,136093,252,NULL,,NULL,NULL,"2025-02-28 00:30:10","2025-02-27 18:12:06"
541529,NULL,5.0,"2025-02-26 00:00:00","2025-02-26 00:00:00",NULL,NULL,NULL,3,0,0,0,0,NULL,8,NULL,1,128479,252,NULL,,NULL,NULL,"2025-02-28 00:30:10","2025-02-27 18:12:06"
541530,NULL,5.0,"2025-02-26 00:00:00","2025-02-26 00:00:00",NULL,NULL,NULL,3,0,0,0,0,NULL,8,NULL,1,140713,252,NULL,,NULL,NULL,"2025-02-28 00:30:10","2025-02-27 18:12:06"
541531,NULL,5.0,"2025-02-26 00:00:00","2025-02-26 00:00:00",NULL,NULL,NULL,3,0,0,0,0,NULL,8,NULL,1,186251,252,NULL,,NULL,NULL,"2025-02-28 00:30:10","2025-02-27 18:12:06"
541532,NULL,5.0,"2025-02-26 00:00:00","2025-02-26 00:00:00",NULL,NULL,NULL,3,0,0,0,0,NULL,8,NULL,1,128416,252,NULL,,NULL,NULL,"2025-02-28 00:30:10","2025-02-27 18:12:06"
541533,NULL,5.0,"2025-02-26 00:00:00","2025-02-26 00:00:00",NULL,NULL,NULL,3,0,0,0,0,NULL,8,NULL,1,128882,254,NULL,,NULL,NULL,"2025-02-28 00:30:11","2025-02-27 18:13:53"
541534,NULL,5.0,"2025-02-26 00:00:00","2025-02-26 00:00:00",NULL,NULL,NULL,3,0,0,0,0,NULL,8,NULL,1,128688,254,NULL,,NULL,NULL,"2025-02-28 00:30:11","2025-02-27 18:13:53"
541535,NULL,5.0,"2025-02-26 00:00:00","2025-02-26 00:00:00",NULL,NULL,NULL,3,0,0,0,0,NULL,8,NULL,1,128587,254,NULL,,NULL,NULL,"2025-02-28 00:30:11","2025-02-27 18:13:53"
541536,NULL,5.0,"2025-02-26 00:00:00","2025-02-26 00:00:00",NULL,NULL,NULL,3,0,0,0,0,NULL,8,NULL,1,128473,254,NULL,,NULL,NULL,"2025-02-28 00:30:11","2025-02-27 18:13:53"
541562,0,5.0,"2025-02-28 05:31:46","2025-02-28 05:31:46",Incrível,NULL,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnTURnbDVyblJBEAE!2m1!1s0x0:0xea3441bcb240a813!3m1!1s2@1:CIHM0ogKEICAgMDgl5rnRA%7CCgwIwpSFvgYQgIXHwwI%7C?hl=pt-BR,3,1,1,0,1,NULL,6,NULL,1,303227,253,NULL,,NULL,NULL,"2025-05-04 23:58:39","2025-02-28 13:20:23"
541569,NULL,5.0,"2025-02-27 00:00:00","2025-02-27 00:00:00",NULL,NULL,NULL,3,0,0,0,0,NULL,8,NULL,1,186251,252,NULL,,NULL,NULL,"2025-03-01 00:30:08","2025-02-28 18:15:28"
541593,0,3.0,"2025-03-01 10:56:49","2025-03-01 10:56:49","No cardápio tinha 3 opções de caldinho, pedimos 2 camarão e 1 de feijão depois de alguns minutos vieram informar que não tinha o de camarão, o caldinho chegou frio.
Pedimos uma pizza meia portuguesa e camarão, a massa da pizza não é das melhores e o recheio da parte portuguesa achei pouco e bem estranho, muita ervilha e milho, sem o presunto, enfim em Jaboatão podemos encontrar pizzas bem melhores.
O local é bem bonito e o atendimento é bom.",NULL,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnTUNROE9QZk5BEAE!2m1!1s0x0:0x6d564417a01672e8!3m1!1s2@1:CIHM0ogKEICAgMCQ8OPfNA%7CCgwI8c-LvgYQ0I3umAM%7C?hl=pt-BR,1,1,1,0,1,NULL,6,NULL,1,251704,251,NULL,,NULL,NULL,NULL,"2025-03-01 13:18:43"
541594,0,4.0,"2025-02-28 15:42:59","2025-02-28 15:42:59","Bem localizado",NULL,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnTURnNy1pZUNBEAE!2m1!1s0x0:0x6d564417a01672e8!3m1!1s2@1:CIHM0ogKEICAgMDg7-ieCA%7CCgwIg7OHvgYQ0MztwQE%7C?hl=pt-BR,3,1,1,0,1,NULL,6,NULL,1,303507,251,NULL,,NULL,NULL,"2025-05-04 23:57:14","2025-03-01 13:18:43"
541639,NULL,5.0,"2025-02-26 00:00:00","2025-02-26 00:00:00","Uma delícia a parmegiana de frango, chegou bem embalada e quentinha. A quantidade é suficiente para duas pessoas.",NULL,NULL,2,1,1,0,0,NULL,8,NULL,1,303527,251,NULL,,NULL,NULL,"2025-03-02 00:30:08","2025-03-01 18:11:52"
541640,NULL,5.0,"2025-02-28 00:00:00","2025-02-28 00:00:00",NULL,NULL,NULL,3,0,0,0,0,NULL,8,NULL,1,136850,251,NULL,,NULL,NULL,"2025-03-02 00:30:08","2025-03-01 18:11:52"
541641,NULL,5.0,"2025-02-28 00:00:00","2025-02-28 00:00:00",NULL,NULL,NULL,3,0,0,0,0,NULL,8,NULL,1,128674,251,NULL,,NULL,NULL,"2025-03-02 00:30:08","2025-03-01 18:11:52"
541642,NULL,5.0,"2025-02-28 00:00:00","2025-02-28 00:00:00",NULL,NULL,NULL,3,0,0,0,0,NULL,8,NULL,1,128941,251,NULL,,NULL,NULL,"2025-03-02 00:30:08","2025-03-01 18:11:52"
541643,NULL,5.0,"2025-02-26 00:00:00","2025-02-26 00:00:00",NULL,NULL,NULL,3,0,0,0,0,NULL,8,NULL,1,179648,251,NULL,,NULL,NULL,"2025-03-02 00:30:08","2025-03-01 18:11:52"
541644,NULL,4.0,"2025-02-27 00:00:00","2025-02-27 00:00:00",NULL,NULL,NULL,3,0,0,0,0,NULL,8,NULL,1,136222,251,NULL,,NULL,NULL,"2025-03-02 00:30:08","2025-03-01 18:11:52"
541645,NULL,5.0,"2025-02-27 00:00:00","2025-02-27 00:00:00",NULL,NULL,NULL,3,0,0,0,0,NULL,8,NULL,1,128473,251,NULL,,NULL,NULL,"2025-03-02 00:30:08","2025-03-01 18:11:52"
541646,NULL,5.0,"2025-02-27 00:00:00","2025-02-27 00:00:00",NULL,NULL,NULL,3,0,0,0,0,NULL,8,NULL,1,127961,251,NULL,,NULL,NULL,"2025-03-02 00:30:08","2025-03-01 18:11:52"
541647,NULL,5.0,"2025-02-27 00:00:00","2025-02-27 00:00:00",NULL,NULL,NULL,3,0,0,0,0,NULL,8,NULL,1,145485,251,NULL,,NULL,NULL,"2025-03-02 00:30:08","2025-03-01 18:11:52"
541648,NULL,5.0,"2025-02-26 00:00:00","2025-02-26 00:00:00",NULL,NULL,NULL,3,0,0,0,0,NULL,8,NULL,1,128380,251,NULL,,NULL,NULL,"2025-03-02 00:30:08","2025-03-01 18:11:52"
541649,NULL,5.0,"2025-02-26 00:00:00","2025-02-26 00:00:00",NULL,NULL,NULL,3,0,0,0,0,NULL,8,NULL,1,127990,251,NULL,,NULL,NULL,"2025-03-02 00:30:09","2025-03-01 18:11:52"
541650,NULL,5.0,"2025-02-28 00:00:00","2025-02-28 00:00:00",NULL,NULL,NULL,3,0,0,0,0,NULL,8,NULL,1,128884,252,NULL,,NULL,NULL,"2025-03-02 00:30:09","2025-03-01 18:12:57"
541651,NULL,5.0,"2025-02-28 00:00:00","2025-02-28 00:00:00",NULL,NULL,NULL,3,0,0,0,0,NULL,8,NULL,1,303530,252,NULL,,NULL,NULL,"2025-03-02 00:30:09","2025-03-01 18:12:57"
541652,NULL,5.0,"2025-02-28 00:00:00","2025-02-28 00:00:00",NULL,NULL,NULL,3,0,0,0,0,NULL,8,NULL,1,148313,252,NULL,,NULL,NULL,"2025-03-02 00:30:09","2025-03-01 18:12:57"
541653,NULL,5.0,"2025-02-28 00:00:00","2025-02-28 00:00:00",NULL,NULL,NULL,3,0,0,0,0,NULL,8,NULL,1,186247,252,NULL,,NULL,NULL,"2025-03-02 00:30:09","2025-03-01 18:12:57"
541654,NULL,5.0,"2025-02-28 00:00:00","2025-02-28 00:00:00",NULL,NULL,NULL,3,0,0,0,0,NULL,8,NULL,1,142462,252,NULL,,NULL,NULL,"2025-03-02 00:30:09","2025-03-01 18:12:57"
541655,NULL,5.0,"2025-02-28 00:00:00","2025-02-28 00:00:00",NULL,NULL,NULL,3,0,0,0,0,NULL,8,NULL,1,128517,254,NULL,,NULL,NULL,"2025-03-02 00:30:09","2025-03-01 18:14:48"
541656,NULL,5.0,"2025-02-28 00:00:00","2025-02-28 00:00:00",NULL,NULL,NULL,3,0,0,0,0,NULL,8,NULL,1,111740,254,NULL,,NULL,NULL,"2025-03-02 00:30:09","2025-03-01 18:14:48"
541657,NULL,5.0,"2025-02-28 00:00:00","2025-02-28 00:00:00",NULL,NULL,NULL,3,0,0,0,0,NULL,8,NULL,1,128466,254,NULL,,NULL,NULL,"2025-03-02 00:30:09","2025-03-01 18:14:48"
541658,NULL,5.0,"2025-02-28 00:00:00","2025-02-28 00:00:00",NULL,NULL,NULL,3,0,0,0,0,NULL,8,NULL,1,136137,254,NULL,,NULL,NULL,"2025-03-02 00:30:09","2025-03-01 18:14:48"
541659,NULL,5.0,"2025-02-27 00:00:00","2025-02-27 00:00:00",NULL,NULL,NULL,3,0,0,0,0,NULL,8,NULL,1,186247,254,NULL,,NULL,NULL,"2025-03-02 00:30:09","2025-03-01 18:14:48"
541660,NULL,5.0,"2025-02-28 00:00:00","2025-02-28 00:00:00",NULL,NULL,NULL,3,0,0,0,0,NULL,8,NULL,1,127958,254,NULL,,NULL,NULL,"2025-03-02 00:30:09","2025-03-01 18:14:48"
541661,NULL,5.0,"2025-02-27 00:00:00","2025-02-27 00:00:00",NULL,NULL,NULL,3,0,0,0,0,NULL,8,NULL,1,137075,254,NULL,,NULL,NULL,"2025-03-02 00:30:09","2025-03-01 18:14:48"
541662,NULL,5.0,"2025-02-27 00:00:00","2025-02-27 00:00:00",NULL,NULL,NULL,3,0,0,0,0,NULL,8,NULL,1,136193,254,NULL,,NULL,NULL,"2025-03-02 00:30:10","2025-03-01 18:14:48"
541663,NULL,5.0,"2025-02-27 00:00:00","2025-02-27 00:00:00",NULL,NULL,NULL,3,0,0,0,0,NULL,8,NULL,1,128072,254,NULL,,NULL,NULL,"2025-03-02 00:30:10","2025-03-01 18:14:48"
541664,NULL,5.0,"2025-02-27 00:00:00","2025-02-27 00:00:00",NULL,NULL,NULL,3,0,0,0,0,NULL,8,NULL,1,128889,254,NULL,,NULL,NULL,"2025-03-02 00:30:10","2025-03-01 18:14:48"
541665,NULL,5.0,"2025-02-27 00:00:00","2025-02-27 00:00:00",NULL,NULL,NULL,3,0,0,0,0,NULL,8,NULL,1,128034,254,NULL,,NULL,NULL,"2025-03-02 00:30:10","2025-03-01 18:14:48"
541666,NULL,5.0,"2025-02-27 00:00:00","2025-02-27 00:00:00",NULL,NULL,NULL,3,0,0,0,0,NULL,8,NULL,1,128493,254,NULL,,NULL,NULL,"2025-03-02 00:30:10","2025-03-01 18:14:48"
541667,NULL,5.0,"2025-02-27 00:00:00","2025-02-27 00:00:00",NULL,NULL,NULL,3,0,0,0,0,NULL,8,NULL,1,128315,254,NULL,,NULL,NULL,"2025-03-02 00:30:10","2025-03-01 18:14:48"
541668,NULL,4.0,"2025-02-27 00:00:00","2025-02-27 00:00:00",NULL,NULL,NULL,3,0,0,0,0,NULL,8,NULL,1,274547,254,NULL,,NULL,NULL,"2025-03-02 00:30:10","2025-03-01 18:14:48"
541669,NULL,5.0,"2025-02-27 00:00:00","2025-02-27 00:00:00",NULL,NULL,NULL,3,0,0,0,0,NULL,8,NULL,1,128275,254,NULL,,NULL,NULL,"2025-03-02 00:30:10","2025-03-01 18:14:48"
541670,NULL,5.0,"2025-02-27 00:00:00","2025-02-27 00:00:00",NULL,NULL,NULL,3,0,0,0,0,NULL,8,NULL,1,303532,254,NULL,,NULL,NULL,"2025-03-02 00:30:10","2025-03-01 18:14:48"
541671,NULL,5.0,"2025-02-27 00:00:00","2025-02-27 00:00:00",NULL,NULL,NULL,3,0,0,0,0,NULL,8,NULL,1,139261,254,NULL,,NULL,NULL,"2025-03-02 00:30:10","2025-03-01 18:14:48"
541672,NULL,5.0,"2025-02-27 00:00:00","2025-02-27 00:00:00",NULL,NULL,NULL,3,0,0,0,0,NULL,8,NULL,1,127935,254,NULL,,NULL,NULL,"2025-03-02 00:30:10","2025-03-01 18:14:48"
541765,0,5.0,"2025-03-02 01:52:19","2025-03-02 01:52:19",,NULL,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnTUNReExYeUtREAE!2m1!1s0x0:0xea3441bcb240a813!3m1!1s2@1:CIHM0ogKEICAgMCQxLXyKQ%7CCgsI0_OOvgYQ2I7CJg%7C?hl=pt-BR,3,0,1,0,1,NULL,6,NULL,1,303820,253,NULL,,NULL,NULL,"2025-03-02 16:30:08","2025-03-02 13:19:48"
541766,0,5.0,"2025-03-02 11:04:00","2025-03-02 11:04:00",,NULL,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnTUNROU82QV93RRAB!2m1!1s0x0:0x13ad0b9d16d8e5a0!3m1!1s2@1:CIHM0ogKEICAgMCQ9O6A_wE%7CCgwIoPaQvgYQqOfh0wI%7C?hl=pt-BR,3,0,1,0,1,NULL,6,NULL,1,212029,254,NULL,,NULL,NULL,"2025-03-02 16:30:08","2025-03-02 13:20:43"
541820,NULL,5.0,"2025-03-01 00:00:00","2025-03-01 00:00:00",NULL,NULL,NULL,3,0,0,0,0,NULL,8,NULL,1,303863,251,NULL,,NULL,NULL,"2025-03-03 00:30:10","2025-03-02 18:11:30"
541821,NULL,5.0,"2025-03-01 00:00:00","2025-03-01 00:00:00",NULL,NULL,NULL,3,0,0,0,0,NULL,8,NULL,1,128979,251,NULL,,NULL,NULL,"2025-03-03 00:30:10","2025-03-02 18:11:30"
541822,NULL,5.0,"2025-03-01 00:00:00","2025-03-01 00:00:00",NULL,NULL,NULL,3,0,0,0,0,NULL,8,NULL,1,128413,251,NULL,,NULL,NULL,"2025-03-03 00:30:10","2025-03-02 18:11:30"
541823,NULL,5.0,"2025-03-01 00:00:00","2025-03-01 00:00:00",NULL,NULL,NULL,3,0,0,0,0,NULL,8,NULL,1,127925,251,NULL,,NULL,NULL,"2025-03-03 00:30:10","2025-03-02 18:11:30"
541824,NULL,5.0,"2025-03-01 00:00:00","2025-03-01 00:00:00",NULL,NULL,NULL,3,0,0,0,0,NULL,8,NULL,1,128316,251,NULL,,NULL,NULL,"2025-03-03 00:30:10","2025-03-02 18:11:30"
541825,NULL,5.0,"2025-03-01 00:00:00","2025-03-01 00:00:00",NULL,NULL,NULL,3,0,0,0,0,NULL,8,NULL,1,128295,251,NULL,,NULL,NULL,"2025-03-03 00:30:10","2025-03-02 18:11:30"
541826,NULL,5.0,"2025-03-01 00:00:00","2025-03-01 00:00:00",NULL,NULL,NULL,3,0,0,0,0,NULL,8,NULL,1,186251,252,NULL,,NULL,NULL,"2025-03-03 00:30:10","2025-03-02 18:12:29"
541827,NULL,5.0,"2025-03-01 00:00:00","2025-03-01 00:00:00",NULL,NULL,NULL,3,0,0,0,0,NULL,8,NULL,1,128347,252,NULL,,NULL,NULL,"2025-03-03 00:30:10","2025-03-02 18:12:29"
541828,NULL,5.0,"2025-03-01 00:00:00","2025-03-01 00:00:00",NULL,NULL,NULL,3,0,0,0,0,NULL,8,NULL,1,303866,252,NULL,,NULL,NULL,"2025-03-03 00:30:10","2025-03-02 18:12:29"
541829,NULL,5.0,"2025-03-01 00:00:00","2025-03-01 00:00:00",NULL,NULL,NULL,3,0,0,0,0,NULL,8,NULL,1,275576,252,NULL,,NULL,NULL,"2025-03-03 00:30:10","2025-03-02 18:12:29"
541830,NULL,5.0,"2025-03-01 00:00:00","2025-03-01 00:00:00",NULL,NULL,NULL,3,0,0,0,0,NULL,8,NULL,1,148517,252,NULL,,NULL,NULL,"2025-03-03 00:30:10","2025-03-02 18:12:29"
541831,NULL,5.0,"2025-03-01 00:00:00","2025-03-01 00:00:00",NULL,NULL,NULL,3,0,0,0,0,NULL,8,NULL,1,111913,252,NULL,,NULL,NULL,"2025-03-03 00:30:11","2025-03-02 18:12:29"
541832,NULL,5.0,"2025-03-01 00:00:00","2025-03-01 00:00:00",NULL,NULL,NULL,3,0,0,0,0,NULL,8,NULL,1,128439,252,NULL,,NULL,NULL,"2025-03-03 00:30:11","2025-03-02 18:12:29"
541833,NULL,5.0,"2025-03-01 00:00:00","2025-03-01 00:00:00",NULL,NULL,NULL,3,0,0,0,0,NULL,8,NULL,1,128377,254,NULL,,NULL,NULL,"2025-03-03 00:30:11","2025-03-02 18:14:16"
541834,NULL,5.0,"2025-03-01 00:00:00","2025-03-01 00:00:00",NULL,NULL,NULL,3,0,0,0,0,NULL,8,NULL,1,128483,254,NULL,,NULL,NULL,"2025-03-03 00:30:11","2025-03-02 18:14:16"
541835,NULL,5.0,"2025-03-01 00:00:00","2025-03-01 00:00:00",NULL,NULL,NULL,3,0,0,0,0,NULL,8,NULL,1,186258,254,NULL,,NULL,NULL,"2025-03-03 00:30:11","2025-03-02 18:14:16"
541836,NULL,5.0,"2025-03-01 00:00:00","2025-03-01 00:00:00",NULL,NULL,NULL,3,0,0,0,0,NULL,8,NULL,1,128436,254,NULL,,NULL,NULL,"2025-03-03 00:30:11","2025-03-02 18:14:16"
541837,NULL,5.0,"2025-03-01 00:00:00","2025-03-01 00:00:00",NULL,NULL,NULL,3,0,0,0,0,NULL,8,NULL,1,128029,254,NULL,,NULL,NULL,"2025-03-03 00:30:11","2025-03-02 18:14:16"
541838,NULL,4.0,"2025-03-01 00:00:00","2025-03-01 00:00:00",NULL,NULL,NULL,3,0,0,0,0,NULL,8,NULL,1,144368,254,NULL,,NULL,NULL,"2025-03-03 00:30:11","2025-03-02 18:14:16"
541839,NULL,5.0,"2025-03-01 00:00:00","2025-03-01 00:00:00",NULL,NULL,NULL,3,0,0,0,0,NULL,8,NULL,1,128382,254,NULL,,NULL,NULL,"2025-03-03 00:30:11","2025-03-02 18:14:16"
541840,NULL,5.0,"2025-03-01 00:00:00","2025-03-01 00:00:00",NULL,NULL,NULL,3,0,0,0,0,NULL,8,NULL,1,136139,254,NULL,,NULL,NULL,"2025-03-03 00:30:11","2025-03-02 18:14:16"
541865,0,1.0,"2025-03-03 00:54:14","2025-03-03 00:54:14","Quando fui lá me informaram que eu podia pedir a pizza da forma que eu quisesse, massa mais fina, mais assada. E eu pedi, mas enviaram uma porcaria molenga, seca, parecia que nem mussarela e molho tinha. Nota 0.",NULL,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnTUNRdktLRGhRRRAB!2m1!1s0x0:0x6d564417a01672e8!3m1!1s2@1:CIHM0ogKEICAgMCQvKKDhQE%7CCgwItvuTvgYQ6Las9AE%7C?hl=pt-BR,1,1,1,0,1,NULL,6,NULL,1,43075,251,NULL,,NULL,NULL,NULL,"2025-03-03 13:19:13"
541866,0,5.0,"2025-03-02 13:43:29","2025-03-02 13:43:29",,NULL,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnTUNRektDeUhBEAE!2m1!1s0x0:0xea3441bcb240a813!3m1!1s2@1:CIHM0ogKEICAgMCQzKCyHA%7CCgwIgcGRvgYQoKOI5gI%7C?hl=pt-BR,3,0,1,0,1,NULL,6,NULL,1,304146,253,NULL,,NULL,NULL,"2025-03-03 16:30:09","2025-03-03 13:20:52"
